link,country,year,trade_country,percentage,trade_type,retrieved
/the-world-factbook/countries/moldova,Moldova,2019,China,0.07,imports,2023-03-31
/the-world-factbook/countries/moldova,Moldova,2019,Turkey,0.06,imports,2023-03-31
/the-world-factbook/countries/moldova,Moldova,2019,Italy,0.06,imports,2023-03-31
/the-world-factbook/countries/monaco,Monaco,2019,Italy,0.34,imports,2023-03-31
/the-world-factbook/countries/monaco,Monaco,2019,Switzerland,0.16,imports,2023-03-31
/the-world-factbook/countries/monaco,Monaco,2019,Germany,0.09,imports,2023-03-31
/the-world-factbook/countries/monaco,Monaco,2019,United Kingdom,0.07,imports,2023-03-31
/the-world-factbook/countries/mongolia,Mongolia,2019,China,0.31,imports,2023-03-31
/the-world-factbook/countries/mongolia,Mongolia,2019,Russia,0.29,imports,2023-03-31
/the-world-factbook/countries/mongolia,Mongolia,2019,Japan,0.1,imports,2023-03-31
/the-world-factbook/countries/mongolia,Mongolia,2019,South Korea,0.05,imports,2023-03-31
/the-world-factbook/countries/montenegro,Montenegro,2019,Serbia,0.3,imports,2023-03-31
/the-world-factbook/countries/montenegro,Montenegro,2019,Bosnia and Herzegovina,0.08,imports,2023-03-31
/the-world-factbook/countries/montenegro,Montenegro,2019,Croatia,0.08,imports,2023-03-31
/the-world-factbook/countries/montenegro,Montenegro,2019,Italy,0.06,imports,2023-03-31
/the-world-factbook/countries/montenegro,Montenegro,2019,Greece,0.06,imports,2023-03-31
/the-world-factbook/countries/montenegro,Montenegro,2019,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/montserrat,Montserrat,2019,United States,0.7,imports,2023-03-31
/the-world-factbook/countries/montserrat,Montserrat,2019,United Kingdom,0.06,imports,2023-03-31
/the-world-factbook/countries/morocco,Morocco,2019,Spain,0.19,imports,2023-03-31
/the-world-factbook/countries/morocco,Morocco,2019,France,0.11,imports,2023-03-31
/the-world-factbook/countries/morocco,Morocco,2019,China,0.09,imports,2023-03-31
/the-world-factbook/countries/morocco,Morocco,2019,United States,0.07,imports,2023-03-31
/the-world-factbook/countries/morocco,Morocco,2019,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/morocco,Morocco,2019,Turkey,0.05,imports,2023-03-31
/the-world-factbook/countries/morocco,Morocco,2019,Italy,0.05,imports,2023-03-31
/the-world-factbook/countries/mozambique,Mozambique,2019,South Africa,0.31,imports,2023-03-31
/the-world-factbook/countries/mozambique,Mozambique,2019,India,0.18,imports,2023-03-31
/the-world-factbook/countries/mozambique,Mozambique,2019,China,0.17,imports,2023-03-31
/the-world-factbook/countries/namibia,Namibia,2020,South Africa,0.4,imports,2023-03-31
/the-world-factbook/countries/namibia,Namibia,2020,Zambia,0.2,imports,2023-03-31
/the-world-factbook/countries/namibia,Namibia,2020,Democratic Republic of the Congo,0.06,imports,2023-03-31
/the-world-factbook/countries/namibia,Namibia,2020,China,0.05,imports,2023-03-31
/the-world-factbook/countries/namibia,Namibia,2020,Bulgaria,0.03,imports,2023-03-31
/the-world-factbook/countries/nauru,Nauru,2019,Taiwan,0.52,imports,2023-03-31
/the-world-factbook/countries/nauru,Nauru,2019,Australia,0.28,imports,2023-03-31
/the-world-factbook/countries/nepal,Nepal,2019,India,0.7,imports,2023-03-31
/the-world-factbook/countries/nepal,Nepal,2019,China,0.15,imports,2023-03-31
/the-world-factbook/countries/netherlands,Netherlands,2019,Germany,0.15,imports,2023-03-31
/the-world-factbook/countries/netherlands,Netherlands,2019,China,0.11,imports,2023-03-31
/the-world-factbook/countries/netherlands,Netherlands,2019,Belgium,0.09,imports,2023-03-31
/the-world-factbook/countries/netherlands,Netherlands,2019,United States,0.08,imports,2023-03-31
/the-world-factbook/countries/netherlands,Netherlands,2019,Russia,0.07,imports,2023-03-31
/the-world-factbook/countries/netherlands,Netherlands,2019,United Kingdom,0.05,imports,2023-03-31
/the-world-factbook/countries/new-caledonia,New Caledonia,2019,France,0.43,imports,2023-03-31
/the-world-factbook/countries/new-caledonia,New Caledonia,2019,Australia,0.12,imports,2023-03-31
/the-world-factbook/countries/new-caledonia,New Caledonia,2019,Singapore,0.12,imports,2023-03-31
/the-world-factbook/countries/new-caledonia,New Caledonia,2019,China,0.06,imports,2023-03-31
/the-world-factbook/countries/new-zealand,New Zealand,2019,China,0.18,imports,2023-03-31
/the-world-factbook/countries/new-zealand,New Zealand,2019,Australia,0.15,imports,2023-03-31
/the-world-factbook/countries/new-zealand,New Zealand,2019,United States,0.09,imports,2023-03-31
/the-world-factbook/countries/new-zealand,New Zealand,2019,Japan,0.06,imports,2023-03-31
/the-world-factbook/countries/new-zealand,New Zealand,2019,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/nicaragua,Nicaragua,2019,United States,0.27,imports,2023-03-31
/the-world-factbook/countries/nicaragua,Nicaragua,2019,Mexico,0.12,imports,2023-03-31
/the-world-factbook/countries/nicaragua,Nicaragua,2019,China,0.11,imports,2023-03-31
/the-world-factbook/countries/nicaragua,Nicaragua,2019,Guatemala,0.09,imports,2023-03-31
/the-world-factbook/countries/nicaragua,Nicaragua,2019,Costa Rica,0.07,imports,2023-03-31
/the-world-factbook/countries/nicaragua,Nicaragua,2019,El Salvador,0.06,imports,2023-03-31
/the-world-factbook/countries/nicaragua,Nicaragua,2019,Honduras,0.06,imports,2023-03-31
/the-world-factbook/countries/niger,Niger,2019,China,0.19,imports,2023-03-31
/the-world-factbook/countries/niger,Niger,2019,France,0.09,imports,2023-03-31
/the-world-factbook/countries/niger,Niger,2019,United Arab Emirates,0.07,imports,2023-03-31
/the-world-factbook/countries/niger,Niger,2019,Cote d'Ivoire,0.06,imports,2023-03-31
/the-world-factbook/countries/niger,Niger,2019,India,0.06,imports,2023-03-31
/the-world-factbook/countries/niger,Niger,2019,Nigeria,0.05,imports,2023-03-31
/the-world-factbook/countries/niger,Niger,2019,Togo,0.05,imports,2023-03-31
/the-world-factbook/countries/niger,Niger,2019,Turkey,0.05,imports,2023-03-31
/the-world-factbook/countries/nigeria,Nigeria,2019,China,0.3,imports,2023-03-31
/the-world-factbook/countries/nigeria,Nigeria,2019,Netherlands,0.11,imports,2023-03-31
/the-world-factbook/countries/nigeria,Nigeria,2019,United States,0.06,imports,2023-03-31
/the-world-factbook/countries/nigeria,Nigeria,2019,Belgium,0.05,imports,2023-03-31
/the-world-factbook/countries/niue,Niue,2019,New Zealand,0.43,imports,2023-03-31
/the-world-factbook/countries/niue,Niue,2019,United Kingdom,0.3,imports,2023-03-31
/the-world-factbook/countries/niue,Niue,2019,Japan,0.22,imports,2023-03-31
/the-world-factbook/countries/norfolk-island,Norfolk Island,2019,New Zealand,0.23,imports,2023-03-31
/the-world-factbook/countries/norfolk-island,Norfolk Island,2019,Australia,0.19,imports,2023-03-31
/the-world-factbook/countries/norfolk-island,Norfolk Island,2019,Philippines,0.19,imports,2023-03-31
/the-world-factbook/countries/norfolk-island,Norfolk Island,2019,Singapore,0.14,imports,2023-03-31
/the-world-factbook/countries/norfolk-island,Norfolk Island,2019,Fiji,0.11,imports,2023-03-31
/the-world-factbook/countries/north-macedonia,North Macedonia,2019,United Kingdom,0.14,imports,2023-03-31
/the-world-factbook/countries/north-macedonia,North Macedonia,2019,Germany,0.14,imports,2023-03-31
/the-world-factbook/countries/north-macedonia,North Macedonia,2019,Greece,0.08,imports,2023-03-31
/the-world-factbook/countries/north-macedonia,North Macedonia,2019,Serbia,0.08,imports,2023-03-31
/the-world-factbook/countries/northern-mariana-islands,Northern Mariana Islands,2019,Hong Kong,0.29,imports,2023-03-31
/the-world-factbook/countries/northern-mariana-islands,Northern Mariana Islands,2019,Japan,0.29,imports,2023-03-31
/the-world-factbook/countries/northern-mariana-islands,Northern Mariana Islands,2019,Singapore,0.16,imports,2023-03-31
/the-world-factbook/countries/northern-mariana-islands,Northern Mariana Islands,2019,South Korea,0.09,imports,2023-03-31
/the-world-factbook/countries/norway,Norway,2019,Sweden,0.17,imports,2023-03-31
/the-world-factbook/countries/norway,Norway,2019,Germany,0.12,imports,2023-03-31
/the-world-factbook/countries/norway,Norway,2019,China,0.08,imports,2023-03-31
/the-world-factbook/countries/norway,Norway,2019,Denmark,0.07,imports,2023-03-31
/the-world-factbook/countries/norway,Norway,2019,United States,0.06,imports,2023-03-31
/the-world-factbook/countries/norway,Norway,2019,United Kingdom,0.05,imports,2023-03-31
/the-world-factbook/countries/norway,Norway,2019,Netherlands,0.05,imports,2023-03-31
/the-world-factbook/countries/oman,Oman,2019,United Arab Emirates,0.36,imports,2023-03-31
/the-world-factbook/countries/oman,Oman,2019,China,0.1,imports,2023-03-31
/the-world-factbook/countries/oman,Oman,2019,Japan,0.07,imports,2023-03-31
/the-world-factbook/countries/oman,Oman,2019,India,0.07,imports,2023-03-31
/the-world-factbook/countries/oman,Oman,2019,United States,0.05,imports,2023-03-31
/the-world-factbook/countries/pakistan,Pakistan,2019,China,0.28,imports,2023-03-31
/the-world-factbook/countries/pakistan,Pakistan,2019,United Arab Emirates,0.11,imports,2023-03-31
/the-world-factbook/countries/pakistan,Pakistan,2019,United States,0.05,imports,2023-03-31
/the-world-factbook/countries/palau,Palau,2019,South Korea,0.19,imports,2023-03-31
/the-world-factbook/countries/palau,Palau,2019,China,0.18,imports,2023-03-31
/the-world-factbook/countries/palau,Palau,2019,Taiwan,0.17,imports,2023-03-31
/the-world-factbook/countries/palau,Palau,2019,United States,0.17,imports,2023-03-31
/the-world-factbook/countries/palau,Palau,2019,Japan,0.16,imports,2023-03-31
/the-world-factbook/countries/panama,Panama,2019,China,0.21,imports,2023-03-31
/the-world-factbook/countries/panama,Panama,2019,United States,0.19,imports,2023-03-31
/the-world-factbook/countries/panama,Panama,2019,Japan,0.16,imports,2023-03-31
/the-world-factbook/countries/panama,Panama,2019,Colombia,0.06,imports,2023-03-31
/the-world-factbook/countries/panama,Panama,2019,Ecuador,0.05,imports,2023-03-31
/the-world-factbook/countries/papua-new-guinea,Papua New Guinea,2019,Australia,0.33,imports,2023-03-31
/the-world-factbook/countries/papua-new-guinea,Papua New Guinea,2019,China,0.19,imports,2023-03-31
/the-world-factbook/countries/papua-new-guinea,Papua New Guinea,2019,Singapore,0.14,imports,2023-03-31
/the-world-factbook/countries/papua-new-guinea,Papua New Guinea,2019,Malaysia,0.09,imports,2023-03-31
/the-world-factbook/countries/paraguay,Paraguay,2019,Brazil,0.24,imports,2023-03-31
/the-world-factbook/countries/paraguay,Paraguay,2019,United States,0.22,imports,2023-03-31
/the-world-factbook/countries/paraguay,Paraguay,2019,China,0.17,imports,2023-03-31
/the-world-factbook/countries/paraguay,Paraguay,2019,Argentina,0.1,imports,2023-03-31
/the-world-factbook/countries/paraguay,Paraguay,2019,Chile,0.05,imports,2023-03-31
/the-world-factbook/countries/peru,Peru,2019,China,0.24,imports,2023-03-31
/the-world-factbook/countries/peru,Peru,2019,United States,0.22,imports,2023-03-31
/the-world-factbook/countries/peru,Peru,2019,Brazil,0.06,imports,2023-03-31
/the-world-factbook/countries/philippines,Philippines,2019,China,0.29,imports,2023-03-31
/the-world-factbook/countries/philippines,Philippines,2019,Japan,0.08,imports,2023-03-31
/the-world-factbook/countries/philippines,Philippines,2019,South Korea,0.07,imports,2023-03-31
/the-world-factbook/countries/philippines,Philippines,2019,United States,0.06,imports,2023-03-31
/the-world-factbook/countries/philippines,Philippines,2019,Singapore,0.06,imports,2023-03-31
/the-world-factbook/countries/philippines,Philippines,2019,Indonesia,0.06,imports,2023-03-31
/the-world-factbook/countries/philippines,Philippines,2019,Thailand,0.05,imports,2023-03-31
/the-world-factbook/countries/philippines,Philippines,2019,Taiwan,0.05,imports,2023-03-31
/the-world-factbook/countries/pitcairn-islands,Pitcairn Islands,2019,Ecuador,0.43,imports,2023-03-31
/the-world-factbook/countries/pitcairn-islands,Pitcairn Islands,2019,New Zealand,0.29,imports,2023-03-31
/the-world-factbook/countries/poland,Poland,2020,Germany,0.25,imports,2023-03-31
/the-world-factbook/countries/poland,Poland,2020,China,0.12,imports,2023-03-31
/the-world-factbook/countries/poland,Poland,2020,Italy,0.05,imports,2023-03-31
/the-world-factbook/countries/poland,Poland,2020,Netherlands,0.05,imports,2023-03-31
/the-world-factbook/countries/poland,Poland,2020,Czechia,0.04,imports,2023-03-31
/the-world-factbook/countries/portugal,Portugal,2019,Spain,0.29,imports,2023-03-31
/the-world-factbook/countries/portugal,Portugal,2019,Germany,0.13,imports,2023-03-31
/the-world-factbook/countries/portugal,Portugal,2019,France,0.09,imports,2023-03-31
/the-world-factbook/countries/portugal,Portugal,2019,Italy,0.05,imports,2023-03-31
/the-world-factbook/countries/portugal,Portugal,2019,Netherlands,0.05,imports,2023-03-31
/the-world-factbook/countries/puerto-rico,Puerto Rico,2019,Ireland,0.38,imports,2023-03-31
/the-world-factbook/countries/puerto-rico,Puerto Rico,2019,Singapore,0.09,imports,2023-03-31
/the-world-factbook/countries/puerto-rico,Puerto Rico,2019,Switzerland,0.08,imports,2023-03-31
/the-world-factbook/countries/puerto-rico,Puerto Rico,2019,South Korea,0.05,imports,2023-03-31
/the-world-factbook/countries/qatar,Qatar,2019,United States,0.15,imports,2023-03-31
/the-world-factbook/countries/qatar,Qatar,2019,France,0.13,imports,2023-03-31
/the-world-factbook/countries/qatar,Qatar,2019,United Kingdom,0.09,imports,2023-03-31
/the-world-factbook/countries/qatar,Qatar,2019,China,0.09,imports,2023-03-31
/the-world-factbook/countries/qatar,Qatar,2019,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/qatar,Qatar,2019,Italy,0.05,imports,2023-03-31
/the-world-factbook/countries/romania,Romania,2019,Germany,0.19,imports,2023-03-31
/the-world-factbook/countries/romania,Romania,2019,Italy,0.09,imports,2023-03-31
/the-world-factbook/countries/romania,Romania,2019,Hungary,0.07,imports,2023-03-31
/the-world-factbook/countries/romania,Romania,2019,Poland,0.06,imports,2023-03-31
/the-world-factbook/countries/romania,Romania,2019,China,0.05,imports,2023-03-31
/the-world-factbook/countries/romania,Romania,2019,France,0.05,imports,2023-03-31
/the-world-factbook/countries/russia,Russia,2019,China,0.2,imports,2023-03-31
/the-world-factbook/countries/russia,Russia,2019,Germany,0.13,imports,2023-03-31
/the-world-factbook/countries/russia,Russia,2019,Belarus,0.06,imports,2023-03-31
/the-world-factbook/countries/rwanda,Rwanda,2019,China,0.17,imports,2023-03-31
/the-world-factbook/countries/rwanda,Rwanda,2019,Kenya,0.1,imports,2023-03-31
/the-world-factbook/countries/rwanda,Rwanda,2019,Tanzania,0.09,imports,2023-03-31
/the-world-factbook/countries/rwanda,Rwanda,2019,United Arab Emirates,0.09,imports,2023-03-31
/the-world-factbook/countries/rwanda,Rwanda,2019,India,0.07,imports,2023-03-31
/the-world-factbook/countries/rwanda,Rwanda,2019,Saudi Arabia,0.05,imports,2023-03-31
/the-world-factbook/countries/saint-barthelemy,Saint Barthelemy,2019,France,0.78,imports,2023-03-31
/the-world-factbook/countries/saint-barthelemy,Saint Barthelemy,2019,Switzerland,0.07,imports,2023-03-31
/the-world-factbook/countries/saint-barthelemy,Saint Barthelemy,2019,Italy,0.07,imports,2023-03-31
/the-world-factbook/countries/saint-helena-ascension-and-tristan-da-cunha,"Saint Helena, Ascension, and Tristan da Cunha",2019,United Kingdom,0.65,imports,2023-03-31
/the-world-factbook/countries/saint-helena-ascension-and-tristan-da-cunha,"Saint Helena, Ascension, and Tristan da Cunha",2019,South Africa,0.21,imports,2023-03-31
/the-world-factbook/countries/saint-kitts-and-nevis,Saint Kitts and Nevis,2019,United States,0.59,imports,2023-03-31
/the-world-factbook/countries/saint-kitts-and-nevis,Saint Kitts and Nevis,2019,Peru,0.06,imports,2023-03-31
/the-world-factbook/countries/saint-kitts-and-nevis,Saint Kitts and Nevis,2019,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/saint-lucia,Saint Lucia,2019,Colombia,0.46,imports,2023-03-31
/the-world-factbook/countries/saint-lucia,Saint Lucia,2019,United States,0.3,imports,2023-03-31
/the-world-factbook/countries/saint-lucia,Saint Lucia,2019,Trinidad and Tobago,0.05,imports,2023-03-31
/the-world-factbook/countries/saint-martin,Saint Martin,2019,United States,0.76,imports,2023-03-31
/the-world-factbook/countries/saint-martin,Saint Martin,2019,Netherlands,0.07,imports,2023-03-31
/the-world-factbook/countries/saint-martin,Saint Martin,2019,France,0.07,imports,2023-03-31
/the-world-factbook/countries/saint-pierre-and-miquelon,Saint Pierre and Miquelon,2019,France,0.69,imports,2023-03-31
/the-world-factbook/countries/saint-pierre-and-miquelon,Saint Pierre and Miquelon,2019,Canada,0.22,imports,2023-03-31
/the-world-factbook/countries/saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,2019,United States,0.3,imports,2023-03-31
/the-world-factbook/countries/saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,2019,Trinidad and Tobago,0.12,imports,2023-03-31
/the-world-factbook/countries/saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,2019,China,0.08,imports,2023-03-31
/the-world-factbook/countries/saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,2019,United Kingdom,0.06,imports,2023-03-31
/the-world-factbook/countries/samoa,Samoa,2019,New Zealand,0.22,imports,2023-03-31
/the-world-factbook/countries/samoa,Samoa,2019,China,0.16,imports,2023-03-31
/the-world-factbook/countries/samoa,Samoa,2019,Singapore,0.13,imports,2023-03-31
/the-world-factbook/countries/samoa,Samoa,2019,United States,0.1,imports,2023-03-31
/the-world-factbook/countries/samoa,Samoa,2019,Australia,0.09,imports,2023-03-31
/the-world-factbook/countries/samoa,Samoa,2019,South Korea,0.08,imports,2023-03-31
/the-world-factbook/countries/samoa,Samoa,2019,Fiji,0.05,imports,2023-03-31
/the-world-factbook/countries/san-marino,San Marino,2019,Germany,0.21,imports,2023-03-31
/the-world-factbook/countries/san-marino,San Marino,2019,Italy,0.13,imports,2023-03-31
/the-world-factbook/countries/san-marino,San Marino,2019,Poland,0.1,imports,2023-03-31
/the-world-factbook/countries/san-marino,San Marino,2019,France,0.07,imports,2023-03-31
/the-world-factbook/countries/san-marino,San Marino,2019,Spain,0.07,imports,2023-03-31
/the-world-factbook/countries/san-marino,San Marino,2019,Belgium,0.06,imports,2023-03-31
/the-world-factbook/countries/san-marino,San Marino,2019,Romania,0.06,imports,2023-03-31
/the-world-factbook/countries/sao-tome-and-principe,Sao Tome and Principe,2019,Portugal,0.41,imports,2023-03-31
/the-world-factbook/countries/sao-tome-and-principe,Sao Tome and Principe,2019,Angola,0.17,imports,2023-03-31
/the-world-factbook/countries/sao-tome-and-principe,Sao Tome and Principe,2019,China,0.08,imports,2023-03-31
/the-world-factbook/countries/saudi-arabia,Saudi Arabia,2019,China,0.18,imports,2023-03-31
/the-world-factbook/countries/saudi-arabia,Saudi Arabia,2019,United Arab Emirates,0.12,imports,2023-03-31
/the-world-factbook/countries/saudi-arabia,Saudi Arabia,2019,United States,0.09,imports,2023-03-31
/the-world-factbook/countries/saudi-arabia,Saudi Arabia,2019,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/senegal,Senegal,2019,China,0.17,imports,2023-03-31
/the-world-factbook/countries/senegal,Senegal,2019,France,0.11,imports,2023-03-31
/the-world-factbook/countries/senegal,Senegal,2019,Belgium,0.07,imports,2023-03-31
/the-world-factbook/countries/senegal,Senegal,2019,Russia,0.07,imports,2023-03-31
/the-world-factbook/countries/senegal,Senegal,2019,Netherlands,0.07,imports,2023-03-31
/the-world-factbook/countries/serbia,Serbia,2019,Germany,0.13,imports,2023-03-31
/the-world-factbook/countries/serbia,Serbia,2019,Russia,0.09,imports,2023-03-31
/the-world-factbook/countries/serbia,Serbia,2019,Italy,0.08,imports,2023-03-31
/the-world-factbook/countries/serbia,Serbia,2019,Hungary,0.06,imports,2023-03-31
/the-world-factbook/countries/serbia,Serbia,2019,China,0.05,imports,2023-03-31
/the-world-factbook/countries/serbia,Serbia,2019,Turkey,0.05,imports,2023-03-31
/the-world-factbook/countries/seychelles,Seychelles,2019,United Arab Emirates,0.21,imports,2023-03-31
/the-world-factbook/countries/seychelles,Seychelles,2019,Qatar,0.13,imports,2023-03-31
/the-world-factbook/countries/seychelles,Seychelles,2019,British Virgin Islands,0.07,imports,2023-03-31
/the-world-factbook/countries/seychelles,Seychelles,2019,Germany,0.06,imports,2023-03-31
/the-world-factbook/countries/seychelles,Seychelles,2019,France,0.06,imports,2023-03-31
/the-world-factbook/countries/seychelles,Seychelles,2019,China,0.05,imports,2023-03-31
/the-world-factbook/countries/seychelles,Seychelles,2019,Spain,0.05,imports,2023-03-31
/the-world-factbook/countries/seychelles,Seychelles,2019,South Africa,0.05,imports,2023-03-31
/the-world-factbook/countries/sierra-leone,Sierra Leone,2019,China,0.27,imports,2023-03-31
/the-world-factbook/countries/sierra-leone,Sierra Leone,2019,India,0.11,imports,2023-03-31
/the-world-factbook/countries/sierra-leone,Sierra Leone,2019,United States,0.06,imports,2023-03-31
/the-world-factbook/countries/sierra-leone,Sierra Leone,2019,Ghana,0.05,imports,2023-03-31
/the-world-factbook/countries/sierra-leone,Sierra Leone,2019,Turkey,0.05,imports,2023-03-31
/the-world-factbook/countries/singapore,Singapore,2019,China,0.16,imports,2023-03-31
/the-world-factbook/countries/singapore,Singapore,2019,Malaysia,0.11,imports,2023-03-31
/the-world-factbook/countries/singapore,Singapore,2019,United States,0.09,imports,2023-03-31
/the-world-factbook/countries/singapore,Singapore,2019,Taiwan,0.07,imports,2023-03-31
/the-world-factbook/countries/singapore,Singapore,2019,Japan,0.05,imports,2023-03-31
/the-world-factbook/countries/singapore,Singapore,2019,Indonesia,0.05,imports,2023-03-31
/the-world-factbook/countries/slovakia,Slovakia,2019,Germany,0.18,imports,2023-03-31
/the-world-factbook/countries/slovakia,Slovakia,2019,Czechia,0.18,imports,2023-03-31
/the-world-factbook/countries/slovakia,Slovakia,2019,Poland,0.08,imports,2023-03-31
/the-world-factbook/countries/slovakia,Slovakia,2019,Hungary,0.07,imports,2023-03-31
/the-world-factbook/countries/slovakia,Slovakia,2019,Russia,0.05,imports,2023-03-31
/the-world-factbook/countries/slovenia,Slovenia,2019,Germany,0.14,imports,2023-03-31
/the-world-factbook/countries/slovenia,Slovenia,2019,Italy,0.12,imports,2023-03-31
/the-world-factbook/countries/slovenia,Slovenia,2019,Austria,0.08,imports,2023-03-31
/the-world-factbook/countries/slovenia,Slovenia,2019,Switzerland,0.08,imports,2023-03-31
/the-world-factbook/countries/slovenia,Slovenia,2019,China,0.07,imports,2023-03-31
/the-world-factbook/countries/solomon-islands,Solomon Islands,2019,China,0.24,imports,2023-03-31
/the-world-factbook/countries/solomon-islands,Solomon Islands,2019,Australia,0.13,imports,2023-03-31
/the-world-factbook/countries/solomon-islands,Solomon Islands,2019,South Korea,0.12,imports,2023-03-31
/the-world-factbook/countries/solomon-islands,Solomon Islands,2019,Singapore,0.12,imports,2023-03-31
/the-world-factbook/countries/solomon-islands,Solomon Islands,2019,Malaysia,0.1,imports,2023-03-31
/the-world-factbook/countries/somalia,Somalia,2019,United Arab Emirates,0.32,imports,2023-03-31
/the-world-factbook/countries/somalia,Somalia,2019,China,0.2,imports,2023-03-31
/the-world-factbook/countries/somalia,Somalia,2019,India,0.17,imports,2023-03-31
/the-world-factbook/countries/somalia,Somalia,2019,Turkey,0.07,imports,2023-03-31
/the-world-factbook/countries/south-africa,South Africa,2019,China,0.18,imports,2023-03-31
/the-world-factbook/countries/south-africa,South Africa,2019,Germany,0.11,imports,2023-03-31
/the-world-factbook/countries/south-africa,South Africa,2019,United States,0.06,imports,2023-03-31
/the-world-factbook/countries/south-africa,South Africa,2019,India,0.05,imports,2023-03-31
/the-world-factbook/countries/south-sudan,South Sudan,2019,United Arab Emirates,0.37,imports,2023-03-31
/the-world-factbook/countries/south-sudan,South Sudan,2019,Kenya,0.18,imports,2023-03-31
/the-world-factbook/countries/south-sudan,South Sudan,2019,China,0.18,imports,2023-03-31
/the-world-factbook/countries/spain,Spain,2019,Germany,0.13,imports,2023-03-31
/the-world-factbook/countries/spain,Spain,2019,France,0.11,imports,2023-03-31
/the-world-factbook/countries/spain,Spain,2019,China,0.08,imports,2023-03-31
/the-world-factbook/countries/spain,Spain,2019,Italy,0.07,imports,2023-03-31
/the-world-factbook/countries/sri-lanka,Sri Lanka,2019,India,0.24,imports,2023-03-31
/the-world-factbook/countries/sri-lanka,Sri Lanka,2019,China,0.23,imports,2023-03-31
/the-world-factbook/countries/sri-lanka,Sri Lanka,2019,Singapore,0.07,imports,2023-03-31
/the-world-factbook/countries/sri-lanka,Sri Lanka,2019,United Arab Emirates,0.06,imports,2023-03-31
/the-world-factbook/countries/sri-lanka,Sri Lanka,2019,Malaysia,0.05,imports,2023-03-31
/the-world-factbook/countries/sudan,Sudan,2019,China,0.31,imports,2023-03-31
/the-world-factbook/countries/sudan,Sudan,2019,India,0.14,imports,2023-03-31
/the-world-factbook/countries/sudan,Sudan,2019,United Arab Emirates,0.11,imports,2023-03-31
/the-world-factbook/countries/sudan,Sudan,2019,Egypt,0.06,imports,2023-03-31
/the-world-factbook/countries/suriname,Suriname,2019,United States,0.22,imports,2023-03-31
/the-world-factbook/countries/suriname,Suriname,2019,Netherlands,0.14,imports,2023-03-31
/the-world-factbook/countries/suriname,Suriname,2019,China,0.13,imports,2023-03-31
/the-world-factbook/countries/suriname,Suriname,2019,Trinidad and Tobago,0.07,imports,2023-03-31
/the-world-factbook/countries/suriname,Suriname,2019,Antigua and Barbuda,0.05,imports,2023-03-31
/the-world-factbook/countries/sweden,Sweden,2019,Germany,0.18,imports,2023-03-31
/the-world-factbook/countries/sweden,Sweden,2019,Netherlands,0.09,imports,2023-03-31
/the-world-factbook/countries/sweden,Sweden,2019,Denmark,0.07,imports,2023-03-31
/the-world-factbook/countries/sweden,Sweden,2019,Norway,0.07,imports,2023-03-31
/the-world-factbook/countries/sweden,Sweden,2019,China,0.06,imports,2023-03-31
/the-world-factbook/countries/sweden,Sweden,2019,Finland,0.05,imports,2023-03-31
/the-world-factbook/countries/sweden,Sweden,2019,Belgium,0.05,imports,2023-03-31
/the-world-factbook/countries/sweden,Sweden,2019,Poland,0.05,imports,2023-03-31
/the-world-factbook/countries/switzerland,Switzerland,2019,Germany,0.21,imports,2023-03-31
/the-world-factbook/countries/switzerland,Switzerland,2019,Italy,0.08,imports,2023-03-31
/the-world-factbook/countries/switzerland,Switzerland,2019,France,0.06,imports,2023-03-31
/the-world-factbook/countries/switzerland,Switzerland,2019,United States,0.06,imports,2023-03-31
/the-world-factbook/countries/switzerland,Switzerland,2019,United Kingdom,0.05,imports,2023-03-31
/the-world-factbook/countries/switzerland,Switzerland,2019,United Arab Emirates,0.05,imports,2023-03-31
/the-world-factbook/countries/syria,Syria,2019,Turkey,0.27,imports,2023-03-31
/the-world-factbook/countries/syria,Syria,2019,China,0.22,imports,2023-03-31
/the-world-factbook/countries/syria,Syria,2019,United Arab Emirates,0.14,imports,2023-03-31
/the-world-factbook/countries/syria,Syria,2019,Egypt,0.05,imports,2023-03-31
/the-world-factbook/countries/taiwan,Taiwan,2019,China,0.21,imports,2023-03-31
/the-world-factbook/countries/taiwan,Taiwan,2019,Japan,0.16,imports,2023-03-31
/the-world-factbook/countries/taiwan,Taiwan,2019,United States,0.11,imports,2023-03-31
/the-world-factbook/countries/taiwan,Taiwan,2019,South Korea,0.06,imports,2023-03-31
/the-world-factbook/countries/tajikistan,Tajikistan,2019,China,0.4,imports,2023-03-31
/the-world-factbook/countries/tajikistan,Tajikistan,2019,Russia,0.38,imports,2023-03-31
/the-world-factbook/countries/tajikistan,Tajikistan,2019,Kazakhstan,0.19,imports,2023-03-31
/the-world-factbook/countries/tajikistan,Tajikistan,2019,Uzbekistan,0.05,imports,2023-03-31
